,Corpus,Expression,Structure syntaxique,Fréquence,isMeSHTerm,MeSHID,MesH_prefLabel_fr,MesH_prefLabel_en,isTaxoTerm
31857,doctissimo,mieux éviter,ADV VER:infi,16,False,,,,False
31860,doctissimo,dernières regles,ADJ NOM,3,False,,,,False
31867,doctissimo,écho de contrô,NOM PRP NOM,4,False,,,,False
31869,doctissimo,embryon sans activité,NOM PRP NOM,3,False,,,,False
31870,doctissimo,embryon sans activité cardiaque,NOM PRP NOM ADJ,3,False,,,,False
31882,doctissimo,douleurs dues,NOM VER:pper,5,False,,,,False
31883,doctissimo,grand moment,ADJ NOM,9,False,,,,False
31891,doctissimo,j\'en veux,NOM VER:pres,5,False,,,,False
31896,doctissimo,boulot la semaine,NOM DET:ART NOM,4,False,,,,False
31898,doctissimo,station assise,NOM ADJ,8,False,,,,False
31899,doctissimo,petite quarantaine,ADJ NOM,3,False,,,,False
31900,doctissimo,antécédents médicaux,NOM ADJ,4,False,,,,True
31902,doctissimo,centre ville,NOM NOM,10,False,,,,False
31903,doctissimo,trés sympa,ADJ ADJ,3,False,,,,False
31904,doctissimo,faire des travaux,VER:infi PRP:det NOM,3,False,,,,False
31909,doctissimo,roti de porc,VER:pper PRP NOM,3,False,,,,False
31913,doctissimo,col externe,NOM ADJ,6,False,,,,False
31914,doctissimo,col interne,NOM ADJ,7,False,,,,False
31915,doctissimo,témoignages de filles,NOM PRP NOM,5,False,,,,False
31919,doctissimo,accouchement a duré,NOM VER:pres VER:pper,3,False,,,,False
31922,doctissimo,accouchements précédents,NOM ADJ,3,False,,,,False
31924,doctissimo,garder au chaud,VER:infi PRP:det NOM,4,False,,,,False
31925,doctissimo,pré fiv,NOM ADJ,3,False,,,,False
31936,doctissimo,ans c\'est,NOM NOM,12,False,,,,False
31937,doctissimo,titre informatif,NOM ADJ,4,False,,,,False
31939,doctissimo,sauté aux yeux,VER:pper PRP:det NOM,3,False,,,,False
31941,doctissimo,facteur psychologique,NOM ADJ,5,False,,,,False
31949,doctissimo,service militaire,NOM ADJ,8,False,,,,False
31950,doctissimo,mère faisait,NOM VER:impf,3,False,,,,False
31955,doctissimo,petit maël,ADJ ADJ,7,False,,,,False
31956,doctissimo,passer au niveau,VER:infi PRP:det NOM,4,False,,,,False
31957,doctissimo,niveau professionnel,NOM ADJ,4,False,,,,False
31958,doctissimo,poser un problème,VER:infi DET:ART NOM,3,False,,,,False
31964,doctissimo,bientôt partir,ADV VER:infi,4,False,,,,False
31965,doctissimo,ventre pousse,NOM VER:pres,3,False,,,,False
31971,doctissimo,valise est prête,NOM VER:pres ADJ,3,False,,,,False
31974,doctissimo,longueur d'onde,NOM PRP NOM,4,False,,,,False
31981,doctissimo,règles de sécurité,NOM PRP NOM,3,False,,,,False
31989,doctissimo,moment d'aller,NOM PRP VER:infi,5,False,,,,False
31993,doctissimo,petites poules,ADJ NOM,5,False,,,,False
31996,doctissimo,petit j\'ai,ADJ VER:simp,4,False,,,,False
32002,doctissimo,veut qu\'on,VER:pres NOM,4,False,,,,False
32007,doctissimo,conscience qu\'il,NOM NOM,3,False,,,,False
32009,doctissimo,dernière fois qu\'on,ADJ NOM NOM,4,False,,,,False
32013,doctissimo,bébé qui pleure,NOM PRO:REL VER:pres,5,False,,,,False
32017,doctissimo,espérant qu\'il,VER:ppre NOM,7,False,,,,False
32021,doctissimo,stade de grossesse,NOM PRP NOM,6,False,,,,False
32034,doctissimo,coucou les fille,NOM DET:ART NOM,4,False,,,,False
32036,doctissimo,stress total,NOM ADJ,5,False,,,,False
32037,doctissimo,difficile niveau,ADJ NOM,3,False,,,,False
32042,doctissimo,bonjourje suis enceinte,NOM VER:pres VER:pper,3,False,,,,False
32044,doctissimo,ignatia amara,NOM VER:futu,7,False,,,,False
32045,doctissimo,médecin homéopathe,NOM ADJ,12,False,,,,False
32046,doctissimo,homéopathe uniciste,ADJ NOM,4,False,,,,False
32050,doctissimo,simple curiosité,ADJ NOM,7,False,,,,False
32056,doctissimo,connaître le sexe,VER:infi DET:ART NOM,17,False,,,,False
32097,doctissimo,test du diabète,NOM PRP:det NOM,3,False,,,,False
32101,doctissimo,échographie faite,NOM VER:pper,3,False,,,,False
32110,doctissimo,super pour l'écho,ADJ PRP DET:ART NOM,3,False,,,,False
32117,doctissimo,belles mensurations,ADJ NOM,3,False,,,,False
32120,doctissimo,bons produits,ADJ NOM,7,False,,,,False
32125,doctissimo,coup qu',NOM PRO:REL,5,False,,,,False
32127,doctissimo,facture d'eau,NOM PRP NOM,3,False,,,,False
32129,doctissimo,économie d'eau,NOM PRP NOM,3,False,,,,False
32130,doctissimo,moindre cout,ADJ NOM,3,False,,,,False
32131,doctissimo,réaliser des économies,VER:infi PRP:det NOM,3,False,,,,False
32136,doctissimo,économiseur d'eau,NOM PRP NOM,6,False,,,,False
32138,doctissimo,économiseurs d'eau,NOM PRP NOM,5,False,,,,False
32144,doctissimo,eau potable,NOM ADJ,3,True,D060766,Eau de boisson,Drinking Water,True
32145,doctissimo,économies réalisées,NOM VER:pper,3,False,,,,False
32148,doctissimo,pomme de douche,NOM PRP NOM,4,False,,,,False
32150,doctissimo,régulateur de débit,NOM PRP NOM,3,False,,,,False
32159,doctissimo,.il existe,NAM VER:pres,7,False,,,,False
32160,doctissimo,existe plusieurs types,VER:pres PRO:IND NOM,3,False,,,,False
32167,doctissimo,gros bisou,ADJ NOM,27,False,,,,False
32168,doctissimo,puberté précoce,NOM ADJ,17,True,D011629,Puberté précoce,"Puberty, Precocious",False
32176,doctissimo,déjà remarqué,ADV VER:pper,5,False,,,,False
32177,doctissimo,insuline lente,NOM ADJ,14,True,D061405,Insuline lente,"Insulin, Lente",False
32184,doctissimo,envie qu\'il,VER:pres NOM,6,False,,,,False
32187,doctissimo,code de la santé,NOM PRP DET:ART NOM,3,False,,,,False
32192,doctissimo,pratique du massage,NOM PRP:det NOM,4,False,,,,False
32195,doctissimo,agréablement surprise,ADV VER:pper,6,False,,,,False
32196,doctissimo,s\'est mal,NOM ADV,3,False,,,,False
32200,doctissimo,atteinte d'endométriose,VER:pper PRP NOM,12,False,,,,False
32201,doctissimo,endométriose thoracique,NOM ADJ,7,False,,,,False
32203,doctissimo,partie basse,NOM ADJ,10,False,,,,False
32204,doctissimo,douleurs thoracique,NOM ADJ,4,False,,,,False
32205,doctissimo,symptômes du pneumothorax,NOM PRP:det NOM,4,False,,,,False
32206,doctissimo,douleurs au thorax,NOM PRP:det NOM,8,False,,,,False
32208,doctissimo,coups de couteaux,NOM PRP NOM,4,False,,,,False
32210,doctissimo,radio de contrôle,NOM PRP NOM,7,False,,,,False
32211,doctissimo,faire la radio,VER:infi DET:ART NOM,4,False,,,,False
32214,doctissimo,kystes aux ovaires,NOM PRP:det NOM,4,False,,,,False
32216,doctissimo,ressenti des douleurs,VER:pper PRP:det NOM,7,False,,,,False
32220,doctissimo,continuer à bosser,VER:infi PRP VER:infi,5,False,,,,False
32224,doctissimo,mise sous pilule,VER:pper PRP NOM,5,False,,,,False
32226,doctissimo,peur de revivre,NOM PRP VER:infi,13,False,,,,False
32228,doctissimo,toux sèche,NOM ADJ,14,False,,,,False
32229,doctissimo,gouttes dans le nez,NOM PRP DET:ART NOM,4,False,,,,False
32242,doctissimo,faire une gastroscopie,VER:infi DET:ART NOM,4,False,,,,False
32246,doctissimo,salle d'opération,NOM PRP NOM,3,False,,,,False
32247,doctissimo,bats chaque jour,VER:pres PRO:IND NOM,3,False,,,,False
32248,doctissimo,endométriose diaphragmatique,NOM ADJ,3,False,,,,False
32249,doctissimo,énormément de courage,ADV PRP NOM,7,False,,,,False
32255,doctissimo,radio thoracique,NOM ADJ,6,False,,,,False
32258,doctissimo,mal au sternum,ADV PRP:det NOM,6,False,,,,False
32261,doctissimo,recherches médicales,NOM ADJ,3,False,,,,False
32264,doctissimo,aller jusqu\'au bout,VER:infi NOM NOM,3,False,,,,False
32268,doctissimo,mois à disparaître,NOM PRP VER:infi,3,False,,,,False
32273,doctissimo,mal soigné,ADV VER:pper,3,False,,,,False
32276,doctissimo,comptent sur les doigts,VER:pres PRP DET:ART NOM,4,False,,,,False
32279,doctissimo,fautes de frappe,NOM PRP NOM,4,False,,,,False
32280,doctissimo,ancien levo,ADJ NOM,3,False,,,,False
32282,doctissimo,prochainement faire,ADV VER:infi,3,False,,,,False
32283,doctissimo,faire une scintigraphie,VER:infi DET:ART NOM,4,False,,,,False
32286,doctissimo,prescrit du paracétamol,VER:pper PRP:det NOM,3,False,,,,False
32290,doctissimo,points blancs,NOM ADJ,14,False,,,,False
32291,doctissimo,longue maladie,ADJ NOM,9,False,,,,False
32295,doctissimo,symptômes de la maladie,NOM PRP DET:ART NOM,9,False,,,,False
32296,doctissimo,réponse et bonne,NOM KON ADJ,5,False,,,,False
32299,doctissimo,écho qu',NOM PRO:REL,6,False,,,,False
32300,doctissimo,idée qu',NOM PRO:REL,19,False,,,,False
32302,doctissimo,problèmes hormonaux,NOM ADJ,4,False,,,,False
32306,doctissimo,suivie à l'hopital,VER:pper PRP DET:ART NOM,3,False,,,,False
32307,doctissimo,taux d'hormones,NOM PRP NOM,13,False,,,,False
32315,doctissimo,dernière génération,ADJ NOM,4,False,,,,False
32316,doctissimo,petit creux,ADJ NOM,6,False,,,,False
32331,doctissimo,forme de poire,NOM PRP NOM,4,False,,,,False
32340,doctissimo,changer d\'avis,VER:infi VER:pper,3,False,,,,False
32341,doctissimo,nouvelle génération,ADJ NOM,6,False,,,,False
32342,doctissimo,espérer une amélioration,VER:infi DET:ART NOM,3,False,,,,False
32344,doctissimo,chirurgien n\'a,NOM VER:simp,4,False,,,,False
32345,doctissimo,pris de photo,VER:pper PRP NOM,3,False,,,,False
32346,doctissimo,manger du fromage,VER:infi PRP:det NOM,6,False,,,,False
32347,doctissimo,c\'est terminé,NOM VER:pper,6,False,,,,False
32349,doctissimo,trouver un post,VER:infi DET:ART NOM,4,False,,,,False
32353,doctissimo,rondes profil,ADJ NOM,5,False,,,,False
32354,doctissimo,gel de silicone,NOM PRP NOM,3,False,,,,False
32356,doctissimo,monde un enfant,NOM DET:ART NOM,4,False,,,,False
32361,doctissimo,chirurgie esthé,NOM VER:pper,3,False,,,,False
32362,doctissimo,renseigne-toi,VER:pres PRO:PER,7,False,,,,False
32369,doctissimo,trouve anormal,VER:pres ADJ,3,False,,,,False
32389,doctissimo,♥il pèse,NAM VER:pres,4,False,,,,False
32390,doctissimo,♥elle pèse,ADJ NOM,9,False,,,,False
32406,doctissimo,mauvaise haleine,ADJ NOM,23,False,,,,False
32409,doctissimo,lecture des résultats,NOM PRP:det NOM,3,False,,,,False
32411,doctissimo,vite arriver,ADV VER:infi,10,False,,,,False
32414,doctissimo,courant stp,NOM NOM,3,False,,,,False
32417,doctissimo,appareil photo,NOM NOM,9,False,,,,False
32418,doctissimo,boule quies,VER:pres VER:pper,5,False,,,,False
32433,doctissimo,trouve c\'est,VER:pres NOM,3,False,,,,False
32440,doctissimo,c\'est curieux,NOM ADJ,5,False,,,,False
32441,doctissimo,chemises de nuit,NOM PRP NOM,3,False,,,,False
32443,doctissimo,nid d'ange,NOM PRP NOM,9,False,,,,False
32444,doctissimo,coussinets d'allaitement,NOM PRP NOM,4,False,,,,False
32447,doctissimo,vraiment navrée,ADV VER:pper,3,False,,,,False
32449,doctissimo,soop dog,NOM ADJ,3,False,,,,False
32450,doctissimo,prostatite chronique,NOM ADJ,20,False,,,,False
32452,doctissimo,espace de discussion,NOM PRP NOM,3,False,,,,False
32453,doctissimo,névralgie pudendale,NOM ADJ,4,True,D060545,Névralgie pudendale,Pudendal Neuralgia,False
32463,doctissimo,propose des solutions,VER:pres PRP:det NOM,3,False,,,,False
32464,doctissimo,désorde urinaire,NOM ADJ,3,False,,,,False
32467,doctissimo,miction fréquente,NOM VER:pres,4,False,,,,False
32468,doctissimo,nuit et journée,NOM KON NOM,3,False,,,,False
32470,doctissimo,massage prostatique,NOM ADJ,3,False,,,,False
32479,doctissimo,arrêter le travail,VER:infi DET:ART NOM,3,False,,,,False
32480,doctissimo,autour de l'anus,ADV PRP DET:ART NOM,7,False,,,,False
32481,doctissimo,vivement conseillé,ADV VER:pper,7,False,,,,False
32485,doctissimo,pouvez tjs,VER:pres NOM,3,False,,,,False
32487,doctissimo,plaisir d\'avoir,NOM NOM,6,False,,,,False
32495,doctissimo,c\'est déjà arrivé,NOM ADV VER:pper,5,False,,,,False
32497,doctissimo,qu\'ils t\'ont,NOM VER:futu,4,False,,,,False
32502,doctissimo,grand stress,ADJ NOM,11,False,,,,False
32508,doctissimo,staphylocoque doré,NOM ADJ,11,True,D013211,Staphylococcus aureus,Staphylococcus aureus,True
32509,doctissimo,prise de traitement,NOM PRP NOM,3,False,,,,False
32510,doctissimo,hyperactivité vésicale,NOM ADJ,4,False,,,,False
32516,doctissimo,diagnostic exact,NOM ADJ,3,False,,,,False
32517,doctissimo,coffea cruda,VER:simp VER:simp,4,False,,,,False
32518,doctissimo,réveil pipi,NOM NOM,6,False,,,,False
32521,doctissimo,sentent concernés,VER:pres VER:pper,3,False,,,,False
32523,doctissimo,pleine nuit ...,ADJ NOM PUN,3,False,,,,False
32526,doctissimo,problèmes de sommeil,NOM PRP NOM,11,False,,,,False
32532,doctissimo,hyper efficace,VER:infi ADJ,6,False,,,,False
32535,doctissimo,passée à la pharmacie,VER:pper PRP DET:ART NOM,3,False,,,,False
32546,doctissimo,boire de l'alcool,VER:infi PRP DET:ART NOM,10,False,,,,False
32551,doctissimo,produits animaux,NOM ADJ,3,False,,,,False
32552,doctissimo,farines blanches,NOM ADJ,3,False,,,,False
32556,doctissimo,granules matin,NOM NOM,5,False,,,,False
32564,doctissimo,tisane de mélisse,NOM PRP NOM,3,False,,,,False
32568,doctissimo,diagnostic médical,NOM ADJ,7,False,,,,False
32571,doctissimo,veille au soir,NOM PRP:det NOM,7,False,,,,False
32572,doctissimo,vraiment surpris,ADV VER:pper,3,False,,,,False
32573,doctissimo,gueule de bois,NOM PRP NOM,13,False,,,,False
32575,doctissimo,dizaine d\'année,NOM VER:pper,4,False,,,,False
32577,doctissimo,j\'ai l\'intention,VER:simp NOM,4,False,,,,False
32584,doctissimo,dose de cheval,NOM PRP NOM,4,False,,,,False
32587,doctissimo,besoin de sommeil,NOM PRP NOM,6,False,,,,False
32588,doctissimo,vraiment étonné,ADV ADJ,3,False,,,,False
32592,doctissimo,remise en forme,NOM PRP NOM,5,False,,,,False
32600,doctissimo,système hormonal,NOM ADJ,4,False,,,,False
32610,doctissimo,tenez-vous,VER:pres PRO:PER,3,False,,,,False
32613,doctissimo,els doigts,ADJ NOM,3,False,,,,False
32620,doctissimo,fini par accepter,VER:pper PRP VER:infi,6,False,,,,False
32622,doctissimo,qu\'il souffre,NOM VER:pres,8,False,,,,False
32624,doctissimo,qu\'à l\'hôpital,NOM ADJ,3,False,,,,False
32635,doctissimo,période compliquée,NOM VER:pper,5,False,,,,False
32640,doctissimo,rdv avec le chirurgien,VER:pper PRP DET:ART NOM,11,False,,,,False
32641,doctissimo,contrôler l'évolution,VER:infi DET:ART NOM,4,False,,,,False
32644,doctissimo,osteochondrite de la hanche,NOM PRP DET:ART NOM,3,False,,,,False
32657,doctissimo,ostéochondrite primitive,NOM ADJ,4,False,,,,False
32660,doctissimo,qu\'elle est malade,NOM VER:pres ADJ,3,False,,,,False
32661,doctissimo,mois à guérir,NOM PRP VER:infi,3,False,,,,False
32662,doctissimo,cherche des renseignements,VER:pres PRP:det NOM,7,False,,,,False
32664,doctissimo,traitement est très lourd,NOM VER:pres ADV ADJ,3,False,,,,False
32668,doctissimo,niveau de la hanche,NOM PRP DET:ART NOM,8,False,,,,False
32671,doctissimo,ans est atteint,NOM VER:pres VER:pper,4,False,,,,False
32672,doctissimo,hanche gauche,NOM ADJ,10,False,,,,False
32682,doctissimo,témoignages de parents,NOM PRP NOM,4,False,,,,False
32684,doctissimo,ans également,NOM ADV,3,False,,,,False
32686,doctissimo,tête de fémur,NOM PRP NOM,3,False,,,,False
32687,doctissimo,fin de la croissance,NOM PRP DET:ART NOM,3,False,,,,False
32692,doctissimo,opération du genou,NOM PRP:det NOM,4,False,,,,False
32696,doctissimo,bonsoir ... .je,NOM PUN NAM,3,False,,,,False
32704,doctissimo,d\'un manque,ADJ NOM,8,False,,,,False
32705,doctissimo,manque de sport,NOM PRP NOM,6,False,,,,False
32707,doctissimo,poser une prothèse,VER:infi DET:ART NOM,6,False,,,,False
32710,doctissimo,manque de souplesse,NOM PRP NOM,4,False,,,,False
32715,doctissimo,commencer à faire,VER:infi PRP VER:infi,11,False,,,,False
32720,doctissimo,empêcher de vivre,VER:infi PRP VER:infi,3,False,,,,False
32723,doctissimo,mauvaise période,ADJ NOM,4,False,,,,False
32728,doctissimo,tête fémorale,NOM ADJ,6,True,D005270,Tête du fémur,Femur Head,True
32730,doctissimo,nouvel ordre,ADJ NOM,3,False,,,,False
32732,doctissimo,fixateurs externes,NOM ADJ,3,True,D016267,Fixateurs externes,External Fixators,False
32733,doctissimo,messages de soutien,NOM PRP NOM,7,False,,,,False
32737,doctissimo,fille vit,NOM VER:pres,3,False,,,,False
32741,doctissimo,prothèse totale,NOM ADJ,4,False,,,,False
32749,doctissimo,tête du fémur,NOM PRP:det NOM,3,True,D005270,Tête du fémur,Femur Head,False
32750,doctissimo,faire des semelles,VER:infi PRP:det NOM,3,False,,,,False
32751,doctissimo,semelles orthopédiques,NOM ADJ,10,True,D061826,Orthèses de pied,Foot Orthoses,False
32760,doctissimo,anteversion femorale,NOM ADJ,3,False,,,,False
32765,doctissimo,premiere annee,NOM ADJ,3,False,,,,False
32771,doctissimo,faire des soins,VER:infi PRP:det NOM,9,False,,,,False
32774,doctissimo,soins naturels,NOM ADJ,5,False,,,,False
32776,doctissimo,aspect psychologique,NOM ADJ,4,False,,,,False
32783,doctissimo,extraits de plantes,NOM PRP NOM,4,True,D010936,Extraits de plantes,Plant Extracts,False
32787,doctissimo,chir esthétique,NOM ADJ,4,False,,,,False
32793,doctissimo,grosses cernes,ADJ NOM,3,False,,,,False
32796,doctissimo,l\'on aime,NOM VER:pres,3,False,,,,False
32800,doctissimo,bonjourje voulais,NOM VER:impf,8,False,,,,False
32802,doctissimo,droit d'en faire,NOM PRP PRO:PER VER:infi,3,False,,,,False
32807,doctissimo,montre en main,VER:pres PRP NOM,3,False,,,,False
32809,doctissimo,boire du jus,VER:infi PRP:det NOM,3,False,,,,False
32816,doctissimo,message m\'a,NOM VER:simp,11,False,,,,False
32818,doctissimo,conseils d\'une,NOM ADJ,3,False,,,,False
32819,doctissimo,conseils d\'une amie,NOM ADJ ADJ,3,False,,,,False
32820,doctissimo,d\'une amie,ADJ ADJ,9,False,,,,False
32822,doctissimo,hygiène alimentaire,NOM ADJ,5,False,,,,False
32823,doctissimo,médecine allopathique,NOM ADJ,4,False,,,,False
32824,doctissimo,veux dire c\'est,VER:pres VER:infi NOM,4,False,,,,False
32826,doctissimo,c\'est une perte,NOM DET:ART NOM,4,False,,,,False
32829,doctissimo,thérapies alternatives,NOM ADJ,5,True,D000529,Thérapies complémentaires,Complementary Therapies,False
32833,doctissimo,c\'est également,NOM ADV,6,False,,,,False
32836,doctissimo,voulu tester,VER:pper VER:infi,4,False,,,,False
32837,doctissimo,nom d\'un,NOM ADJ,6,False,,,,False
32839,doctissimo,reçu de réponse,VER:pper PRP NOM,3,False,,,,False
32840,doctissimo,base d'huile,NOM PRP NOM,11,False,,,,False
32844,doctissimo,provoquer des effets,VER:infi PRP:det NOM,4,False,,,,False
32845,doctissimo,besoin de lunettes,NOM PRP NOM,4,False,,,,False
32847,doctissimo,lait de vache coupé,NOM PRP NOM VER:pper,3,False,,,,False
32848,doctissimo,vache coupé,NOM VER:pper,3,False,,,,False
32849,doctissimo,nutriments nécessaires,NOM ADJ,4,False,,,,False
32852,doctissimo,sels minéraux,NOM ADJ,8,False,,,,False
32853,doctissimo,digestion des protéines,NOM PRP:det NOM,4,True,D059748,Protéolyse,Proteolysis,False
32862,doctissimo,donne du lait,VER:pres PRP:det NOM,3,False,,,,False
32866,doctissimo,sauter au plafond,VER:infi PRP:det NOM,4,False,,,,False
32867,doctissimo,sortie de la maternité,NOM PRP DET:ART NOM,8,False,,,,False
32873,doctissimo,grosse panique,ADJ NOM,6,False,,,,False
32877,doctissimo,vraiment cru,ADV VER:pper,12,False,,,,False
32879,doctissimo,ans de chimio,NOM PRP NOM,3,False,,,,False
32882,doctissimo,jours en neonat,NOM PRP NOM,5,False,,,,False
32883,doctissimo,d\'1 mois,ADJ NOM,3,False,,,,False
32885,doctissimo,qu\'il faisait,NOM VER:impf,4,False,,,,False
32886,doctissimo,d\'oxygène dans le sang,ADJ PRP DET:ART NOM,3,False,,,,False
32896,doctissimo,taux d'oxygène,NOM PRP NOM,5,False,,,,False
32901,doctissimo,peine sortie,NOM VER:pper,3,False,,,,False
32904,doctissimo,petite toux,ADJ NOM,5,False,,,,False
32906,doctissimo,mouche bébé,NOM NOM,8,False,,,,False
32914,doctissimo,aide respiratoire,NOM ADJ,3,False,,,,False
32924,doctissimo,urgences pédiatriques,NOM ADJ,5,False,,,,False
32929,doctissimo,séances de kiné respiratoire,NOM PRP NOM ADJ,8,False,,,,False
32931,doctissimo,suivi médical,NOM ADJ,14,False,,,,False
32936,doctissimo,service de réanimation,NOM PRP NOM,3,False,,,,False
32938,doctissimo,attente interminable,NOM ADJ,3,False,,,,False
32940,doctissimo,patiente jusqu',VER:pres PRP,6,False,,,,False
32941,doctissimo,cicatrices d'acné,NOM PRP NOM,5,False,,,,False
32945,doctissimo,hiver prochain,NOM ADJ,4,False,,,,False
32948,doctissimo,temps faut-il attendre,NOM NOM VER:infi,3,False,,,,False
32950,doctissimo,tempe gauche,NOM ADJ,5,False,,,,False
32952,doctissimo,tirer des conclusions,VER:infi PRP:det NOM,7,False,,,,False
32957,doctissimo,cadeau du ciel,NOM PRP:det NOM,3,False,,,,False
32962,doctissimo,visage entier,NOM ADJ,3,False,,,,False
32964,doctissimo,intervention fin,NOM NOM,3,False,,,,False
